sujet,numero_question,code_noeud,confiance,motif
2023_DIDA_physique_chimie,Q11,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q12,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q13,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q14,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q15,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q16,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q17,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q18,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q19,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q20,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q21,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q22,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q23,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q24,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q25,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q26,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q27,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q28,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q29,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q30,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q31,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q32,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q33,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q34,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q35,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q36,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q37,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q38,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q39,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q40,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q41,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q42,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q43,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q44,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q45,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q46,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q47,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q48,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q49,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q50,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q51,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q52,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q53,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q54,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q55,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q56,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q57,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q58,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q59,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_physique_chimie,Q60,,,"Épreuve de didactique de la spécialité (الفيزياء والكيمياء) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q1,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q2,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q3,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q4,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q5,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q6,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q7,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q8,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q9,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q10,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q11,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q12,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q13,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q14,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q15,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q16,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q17,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q18,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q19,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q20,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q21,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q22,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q23,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q24,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q25,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q26,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q27,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q28,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q29,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q30,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q31,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q32,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q33,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q34,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q35,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q36,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q37,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q38,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q39,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q40,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q41,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q42,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q43,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q44,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q45,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q46,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q47,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q48,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q49,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q50,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q51,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q52,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q53,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q54,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q55,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q56,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q57,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q58,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q59,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_DIDA_sociales,Q60,,,"Épreuve de didactique de la spécialité (الاجتماعيات) — relève d'un autre arbre de compétences que l'arbre SE fourni ; arbre non communiqué, question non classée."
2023_SCED_frar_p01-12,Q61,,,"Question de compréhension sur la nature de l'instance dont émane le texte (organe du système éducatif marocain), hors des six nœuds."
2023_SCED_frar_p01-12,Q62,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q63,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q64,SE-SOC-EDU,moyenne,
2023_SCED_frar_p01-12,Q65,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q66,SE-PSY-LEARN,basse,Théorie des intelligences multiples non prévue par l'arbre ; rattachée aux mécanismes cognitifs de l'apprentissage faute de nœud dédié.
2023_SCED_frar_p01-12,Q67,SE-PED-PPO-APC,haute,
2023_SCED_frar_p01-12,Q68,SE-SOC-GROUP,haute,
2023_SCED_frar_p01-12,Q69,SE-PED,basse,Thèse générale de Meirieu sur la tension propre à l'éducation : ni méthodes d'enseignement ni PPO/APC ne conviennent sans déformation.
2023_SCED_frar_p01-12,Q70,SE-SOC-GROUP,basse,"La communication est envisagée au niveau de l'équipe et de l'organisation, alors que le nœud vise la communication dans le groupe-classe."
2023_SCED_frar_p01-12,Q71,SE-PED-PPO-APC,haute,
2023_SCED_frar_p01-12,Q72,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q73,SE-PSY-LEARN,basse,Théorie des intelligences multiples non prévue par l'arbre ; rattachée aux mécanismes cognitifs de l'apprentissage faute de nœud dédié.
2023_SCED_frar_p01-12,Q74,SE-PED-PPO-APC,haute,
2023_SCED_frar_p01-12,Q75,SE-PED-METHODS,haute,
2023_SCED_frar_p01-12,Q76,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q77,SE-PED-METHODS,moyenne,
2023_SCED_frar_p01-12,Q78,SE-PED-PPO-APC,haute,
2023_SCED_frar_p01-12,Q79,SE-SOC-GROUP,haute,
2023_SCED_frar_p01-12,Q80,SE-SOC-GROUP,haute,
2023_SCED_frar_p01-12,Q81,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q82,SE-PED-PPO-APC,haute,
2023_SCED_frar_p01-12,Q83,,,"Question d'histoire de la pensée éducative (maïeutique socratique, réminiscence platonicienne) ; aucun des six nœuds ne la couvre."
2023_SCED_frar_p01-12,Q84,SE-PSY-LEARN,basse,La notion d'habileté est à cheval entre l'acquisition (apprentissage) et le vocabulaire capacités/compétences de l'APC.
2023_SCED_frar_p01-12,Q85,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q86,SE-PED-PPO-APC,haute,
2023_SCED_frar_p01-12,Q87,SE-PED-METHODS,moyenne,
2023_SCED_frar_p01-12,Q88,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q89,,,"Porte sur la distinction intégration/inclusion en éducation inclusive, thème absent des six nœuds."
2023_SCED_frar_p01-12,Q90,SE-PSY-LEARN,basse,Théorie des intelligences multiples non prévue par l'arbre ; rattachée aux mécanismes cognitifs de l'apprentissage faute de nœud dédié.
2023_SCED_frar_p01-12,Q91,,,"Notion d'activités « fasliya » relevant de l'organisation scolaire et de la vie scolaire, et ambiguë (classe ou trimestre) dans l'énoncé transcrit."
2023_SCED_frar_p01-12,Q92,SE-SOC-GROUP,haute,
2023_SCED_frar_p01-12,Q93,SE-SOC-EDU,haute,
2023_SCED_frar_p01-12,Q94,SE-SOC-EDU,basse,"Le principe d'équité renvoie à l'égalité des chances, mais l'énoncé vise le handicap et relève d'abord de l'éducation inclusive."
2023_SCED_frar_p01-12,Q95,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q96,SE-SOC-EDU,moyenne,
2023_SCED_frar_p01-12,Q97,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q98,SE-PED-METHODS,haute,
2023_SCED_frar_p01-12,Q99,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q100,SE-PED-METHODS,haute,
2023_SCED_frar_p01-12,Q101,SE-PSY-DEV,moyenne,
2023_SCED_frar_p01-12,Q102,SE-PED-PPO-APC,moyenne,
2023_SCED_frar_p01-12,Q103,,,Porte sur la dialectique platonicienne (histoire de la pensée éducative) et non sur une méthode d'enseignement au sens de l'arbre.
2023_SCED_frar_p01-12,Q104,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q105,,,"Porte sur les conseils de l'établissement, donc sur l'organisation réglementaire du système éducatif marocain."
2023_SCED_frar_p01-12,Q106,SE-PSY-DEV,moyenne,
2023_SCED_frar_p01-12,Q107,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q108,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q109,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q110,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q111,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q112,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q113,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q114,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q115,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q116,SE-PSY-LEARN,haute,
2023_SCED_frar_p01-12,Q117,SE-PSY-DEV,moyenne,
2023_SCED_frar_p01-12,Q118,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q119,SE-PSY-DEV,haute,
2023_SCED_frar_p01-12,Q120,SE-PSY-DEV,haute,
2023_SCED_frar_p13-24,Q61,,,Porte sur la nature de l'institution dont émane le texte (organe du système éducatif marocain) ; hors des six nœuds.
2023_SCED_frar_p13-24,Q62,SE-SOC-EDU,haute,
2023_SCED_frar_p13-24,Q63,SE-SOC-EDU,haute,
2023_SCED_frar_p13-24,Q64,SE-SOC-EDU,moyenne,Principe de justice sociale envisagé au niveau de la société ; rattaché à l'égalité des chances.
2023_SCED_frar_p13-24,Q65,SE-SOC-EDU,haute,
2023_SCED_frar_p13-24,Q66,SE-PSY-LEARN,basse,Théorie des intelligences multiples non prévue par l'arbre ; rattachée aux mécanismes cognitifs de l'apprentissage faute de nœud dédié.
2023_SCED_frar_p13-24,Q67,SE-PED-PPO-APC,haute,
2023_SCED_frar_p13-24,Q68,SE-SOC-GROUP,haute,
2023_SCED_frar_p13-24,Q69,SE-PED,basse,Thèse générale de Meirieu sur la tension propre à l'éducation (enjeux de la société contre enjeux de l'individu) : ni méthodes d'enseignement ni PPO/APC ne conviennent sans déformation.
2023_SCED_frar_p13-24,Q70,SE-SOC-GROUP,basse,"La communication efficace est envisagée au niveau du système et de l'organisation, alors que le nœud vise la communication dans le groupe-classe."
2023_SCED_frar_p13-24,Q71,SE-PED-PPO-APC,haute,
2023_SCED_frar_p13-24,Q72,SE-SOC-EDU,haute,
2023_SCED_frar_p13-24,Q73,SE-PSY-LEARN,basse,Théorie des intelligences multiples non prévue par l'arbre ; rattachée aux mécanismes cognitifs de l'apprentissage faute de nœud dédié.
2023_SCED_frar_p13-24,Q74,SE-PED-PPO-APC,haute,
2023_SCED_frar_p13-24,Q75,SE-PED-METHODS,haute,
2023_SCED_frar_p13-24,Q76,SE-SOC-EDU,haute,
2023_SCED_frar_p13-24,Q77,SE-PED-METHODS,moyenne,"Technique d'animation (brainstorming) : rattachée aux techniques d'enseignement, avec un recouvrement possible avec la dynamique de groupe."
2023_SCED_frar_p13-24,Q78,SE-PED-PPO-APC,haute,
2023_SCED_frar_p13-24,Q79,SE-SOC-GROUP,haute,
2023_SCED_frar_p13-24,Q80,SE-SOC-GROUP,haute,
2023_SCED_frar_p13-24,Q81,SE-PSY-LEARN,haute,
2023_SCED_frar_p13-24,Q82,SE-PED-PPO-APC,haute,
2023_SCED_frar_p13-24,Q83,,,"Question d'histoire de la pensée éducative (maïeutique socratique, réminiscence platonicienne) ; aucun des six nœuds ne la couvre."
2023_SCED_frar_p13-24,Q84,SE-PSY-LEARN,moyenne,"Les items décrivent l'acquisition et le perfectionnement d'une habileté (précision, économie de l'effort), donc un mécanisme d'apprentissage ; frontière avec le vocabulaire capacités/compétences de l'APC."
2023_SCED_frar_p13-24,Q85,SE-PSY-LEARN,haute,
